ID,UUID,Language,Hardware_Model,SDK_Version,Manufacture,Screen_Size,Time_Zone,Date_Time,Country_Code,Num_of_CPU_Cores,Location,Location_lat,Location_long,Button,Touch_Pressure,Touch_Size,X_Coordinate,Y_Coordinate,X_Precision,Y_Precision,Action_Type,Action_Timestamp,HR_Timestamp
72,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,o,0.5875000357627869,0.3333333432674408,869.0,941.0,1.0,1.0,Down,37099663,2017-05-15 20:36:26
73,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,o,0.5875000357627869,0.3333333432674408,869.0,941.0,1.0,1.0,Up,37099745,2017-05-15 20:36:26
74,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,a,0.6000000238418579,0.3333333432674408,140.0,1104.0,1.0,1.0,Down,37100286,2017-05-15 20:36:26
75,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,a,0.45000001788139343,0.2666666805744171,138.0,1102.0,1.0,1.0,Down,37100286,2017-05-15 20:36:26
76,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,a,0.45000001788139343,0.2666666805744171,138.0,1102.0,1.0,1.0,Up,37100377,2017-05-15 20:36:26
77,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,n,0.5875000357627869,0.3333333432674408,725.0,1240.0,1.0,1.0,Down,37100553,2017-05-15 20:36:26
78,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,n,0.5875000357627869,0.3333333432674408,725.0,1240.0,1.0,1.0,Up,37100610,2017-05-15 20:36:26
79,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,l,0.550000011920929,0.2666666805744171,936.0,1076.0,1.0,1.0,Down,37100877,2017-05-15 20:36:26
80,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,l,0.550000011920929,0.2666666805744171,936.0,1076.0,1.0,1.0,Up,37100926,2017-05-15 20:36:26
81,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,DONE,0.512499988079071,0.2666666805744171,923.0,1363.0,1.0,1.0,Down,37101551,2017-05-15 20:36:26
82,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,DONE,0.512499988079071,0.2666666805744171,923.0,1363.0,1.0,1.0,Up,37101583,2017-05-15 20:36:26
83,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,NUMBERS,0.574999988079071,0.2666666805744171,179.0,1407.0,1.0,1.0,Down,37102881,2017-05-15 20:36:39
84,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,LETTERS,0.512499988079071,0.20000001788139343,178.0,1406.0,1.0,1.0,Down,37102881,2017-05-15 20:36:39
85,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,LETTERS,0.512499988079071,0.20000001788139343,178.0,1406.0,1.0,1.0,Up,37102939,2017-05-15 20:36:39
86,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,.,0.6000000238418579,0.2666666805744171,237.0,1240.0,1.0,1.0,Down,37103388,2017-05-15 20:36:39
87,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,.,0.6000000238418579,0.2666666805744171,237.0,1240.0,1.0,1.0,Up,37103463,2017-05-15 20:36:39
88,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,LETTERS,0.5875000357627869,0.2666666805744171,163.0,1390.0,1.0,1.0,Down,37103912,2017-05-15 20:36:39
89,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,NUMBERS,0.5875000357627869,0.2666666805744171,163.0,1390.0,1.0,1.0,Up,37103978,2017-05-15 20:36:39
90,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,t,0.6500000357627869,0.3333333432674408,495.0,938.0,1.0,1.0,Down,37104911,2017-05-15 20:36:39
91,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,t,0.6500000357627869,0.3333333432674408,495.0,938.0,1.0,1.0,Up,37104960,2017-05-15 20:36:39
92,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,i,0.574999988079071,0.2666666805744171,779.0,957.0,1.0,1.0,Down,37105385,2017-05-15 20:36:39
93,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,i,0.574999988079071,0.2666666805744171,779.0,957.0,1.0,1.0,Up,37105434,2017-05-15 20:36:39
94,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,e,0.625,0.3333333432674408,268.0,951.0,1.0,1.0,Down,37105992,2017-05-15 20:36:39
95,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,e,0.5375000238418579,0.2666666805744171,267.0,950.0,1.0,1.0,Down,37105992,2017-05-15 20:36:39
96,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,e,0.5375000238418579,0.2666666805744171,267.0,950.0,1.0,1.0,Up,37106049,2017-05-15 20:36:39
97,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,NUMBERS,0.574999988079071,0.2666666805744171,149.0,1405.0,1.0,1.0,Down,37106749,2017-05-15 20:36:39
98,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,LETTERS,0.574999988079071,0.2666666805744171,149.0,1405.0,1.0,1.0,Up,37106790,2017-05-15 20:36:39
99,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,5,0.637499988079071,0.3333333432674408,489.0,975.0,1.0,1.0,Down,37107423,2017-05-15 20:36:39
100,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,5,0.637499988079071,0.3333333432674408,489.0,975.0,1.0,1.0,Up,37107472,2017-05-15 20:36:39
101,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,LETTERS,0.6000000238418579,0.3333333432674408,150.0,1381.0,1.0,1.0,Down,37107889,2017-05-15 20:36:39
102,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,NUMBERS,0.6000000238418579,0.3333333432674408,150.0,1381.0,1.0,1.0,Up,37107946,2017-05-15 20:36:39
103,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,SHIFT,0.612500011920929,0.3333333432674408,130.0,1210.0,1.0,1.0,Down,37112518,2017-05-15 20:36:39
104,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,SHIFT,0.612500011920929,0.3333333432674408,130.0,1210.0,1.0,1.0,Up,37112574,2017-05-15 20:36:39
105,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,R,0.625,0.3333333432674408,387.0,945.0,1.0,1.0,Down,37113182,2017-05-15 20:36:39
106,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,r,0.625,0.3333333432674408,387.0,945.0,1.0,1.0,Up,37113240,2017-05-15 20:36:39
107,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37101583,US,4,HIDDEN,0.0,0.0,o,0.6000000238418579,0.3333333432674408,867.0,947.0,1.0,1.0,Down,37113989,2017-05-15 20:36:39
